"","family","genus","species","binomial","P50","P12","P88","Ks","location","country","lat","lon","mat","biome","site_name","map","map_jan","map_feb","map_mar","map_apr","map_may","map_jun","map_jul","map_aug","map_sep","map_oct","map_nov","map_dec","map_cru","sd_map","log_P50","log_Ks","mean_storm_size","median_storm_size","sd_storm_size","storm_freq","map_reanalysis","a_m","mean_temp"
"589","Oleaceae","Fraxinus","velutina","Fraxinus velutina",-0.85,NA,-1.93,3.21,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,0.162518929497775,1.16627093714192,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"590","Sapindaceae","Acer","negundo","Acer negundo",-2.19,-2.19,-2.46,NA,"Pima County, Arizona","USA",32.013,-110.629,NA,"TMS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.783901543828409,NA,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"591","Asteraceae","Baccharis","sarothroides","Baccharis sarothroides",-4.47,NA,-7.04,NA,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-1.49738840862548,NA,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"592","Asteraceae","Baccharis","salicifolia","Baccharis salicifolia",-2.68,-0.857,-3.71,0.65,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.985816794522765,-0.430782916092454,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"593","Cupressaceae","Juniperus","arizonica","Juniperus arizonica",-13.8,-8.39,NA,0.22,"Rockhound SP, New Mexico","USA",32.167,-107.6,15.5,"WDS","USA_Nm_Rockhound",390,20,17,12,6,8,17,85,84,57,36,17,30,226,0.0718070114056846,-2.62466859216316,-1.51412773262978,12.2504937077976,7.89800093974918,12.1242534219985,1.87265787647467,212.975714909326,NA,18.9836582530629
"594","Oleaceae","Ligustrum","sinense","Ligustrum sinense",-0.77,-0.055483677,-4.36606896,1.24,"Athens, Georgia","USA",33.955,-83.383,NA,"TMS","USA_Ga_Athens",1257,120,113,139,101,108,99,121,93,85,82,92,105,1257,0.013146018745352,0.261364764134408,0.215111379616945,10.0899708926201,7.00599216443317,9.41423686825646,9.13333333333334,893.625112452768,NA,20.4255603654136
"595","Sapindaceae","Acer","negundo","Acer negundo",-1.34,-0.451153691,-2.738736762,1.95,"Athens, Georgia","USA",33.955,-83.383,NA,"TMS","USA_Ga_Athens",1257,120,113,139,101,108,99,121,93,85,82,92,105,1257,0.013146018745352,-0.29266961396282,0.667829372575655,10.0899708926201,7.00599216443317,9.41423686825646,9.13333333333334,893.625112452768,NA,20.4255603654136
"596","Cupressaceae","Juniperus","californica","Juniperus californica",NA,NA,NA,0.17,"Joshua tree NP, California","USA",34.017,-116.067,19,"WDS","USA_Ca_Joshua",355,50,46,49,21,10,2,23,35,23,18,33,45,313,0.0447887860802766,NA,-1.77195684193188,11.1101670011509,8.45341080022871,9.06962933383218,0.63672582397682,67.0116753266248,NA,20.3782641429135
"597","Rhamnaceae","Ceanothus","megacarpus","Ceanothus megacarpus",-8.082223692,-4.615788212,-11.70663095,1.196,"Santa Monica Mountains, Los Angelos County CA","USA",34.034,-118.7,NA,"WDS","USA_Ca_SantaMonica_9",379,84,81,60,25,3,1,0,2,5,8,57,54,380,0.0874254722852529,-2.08966704407578,0.17898265552844,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"598","Rhamnaceae","Rhamnus","ilicifolia","Rhamnus ilicifolia",-5.918746496,-2.749568934,-9.827485877,1.052,"Santa Monica Mountains, Los Angelos County CA","USA",34.034,-118.7,NA,"WDS","USA_Ca_SantaMonica_9",379,84,81,60,25,3,1,0,2,5,8,57,54,380,0.0874254722852529,-1.77812468593518,0.0506931143155182,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"599","Rhamnaceae","Ceanothus","spinosus","Ceanothus spinosus",-4.681600245,-1.624807934,-9.426581357,1.165,"Santa Monica Mountains, Los Angelos County CA","USA",34.034,-118.7,NA,"WDS","USA_Ca_SantaMonica_9",379,84,81,60,25,3,1,0,2,5,8,57,54,380,0.0874254722852529,-1.5436399841762,0.152721087017664,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"600","Anacardiaceae","Rhus","laurina","Rhus laurina",-1.57,NA,NA,5.71,"Santa Monica Mountains of Southern California, Chaparral","USA",34.04,-118.701,NA,"WDS","USA_Ca_SantaMonica_12",380,84,81,60,25,3,1,0,2,5,8,57,54,380,0.0871954052529233,-0.451075619360217,1.74221902366792,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"601","Anacardiaceae","Rhus","integrifolia","Rhus integrifolia",-1.8,NA,NA,2.07,"Santa Monica Mountains of Southern California, Chaparral","USA",34.04,-118.701,NA,"WDS","USA_Ca_SantaMonica_12",380,84,81,60,25,3,1,0,2,5,8,57,54,380,0.0871954052529233,-0.587786664902119,0.727548607277278,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"602","Rhamnaceae","Ceanothus","megacarpus","Ceanothus megacarpus",-10.97,NA,NA,1.06,"Santa Monica Mountains of Southern California, Chaparral","USA",34.04,-118.701,NA,"WDS","USA_Ca_SantaMonica_12",380,84,81,60,25,3,1,0,2,5,8,57,54,380,0.0871954052529233,-2.39516427428714,0.0582689081239758,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"603","Rhamnaceae","Ceanothus","spinosus","Ceanothus spinosus",-7.22,NA,NA,1.52,"Santa Monica Mountains of Southern California, Chaparral","USA",34.04,-118.701,NA,"WDS","USA_Ca_SantaMonica_12",380,84,81,60,25,3,1,0,2,5,8,57,54,380,0.0871954052529233,-1.97685495290473,0.418710334858185,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"604","Rhamnaceae","Ceanothus","spinosus","Ceanothus spinosus",-7.2,-2.19,-9.01,NA,"Pepperdine, California","USA",34.0416666666667,-118.708333333333,NA,"WDS","",403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.97408102602201,NA,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"605","Rhamnaceae","Ceanothus","megacarpus","Ceanothus megacarpus",-11,-5.46,-13.6,NA,"Pepperdine, California","USA",34.0416666666667,-118.708333333333,NA,"WDS","",403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.39789527279837,NA,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"606","Anacardiaceae","Rhus","laurina","Rhus laurina",-1.6,-0.472366,-4.92468,NA,"Pepperdine, California","USA",34.042,-118.708,NA,"WDS","USA_Ca_Pepperdine_2",403,93,76,60,35,6,2,2,3,5,8,56,56,380,0.0826275971003995,-0.470003629245736,NA,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"607","Rosaceae","Photinia","arbutifolia","Photinia arbutifolia",-6.4,-1.43253,-8.36785,NA,"Pepperdine, California","USA",34.042,-118.708,NA,"WDS","USA_Ca_Pepperdine_2",403,93,76,60,35,6,2,2,3,5,8,56,56,380,0.0826275971003995,-1.85629799036563,NA,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"608","Rhamnaceae","Ceanothus","megacarpus","Ceanothus megacarpus",-8.6,-2.06,-11.2,NA,"Pepperdine, California","USA",34.042,-118.708,NA,"WDS","USA_Ca_Pepperdine_2",403,93,76,60,35,6,2,2,3,5,8,56,56,380,0.0826275971003995,-2.15176220325946,NA,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"609","Anacardiaceae","Rhus","laurina","Rhus laurina",-2.4,NA,-5.03,NA,"Pepperdine, California","USA",34.042,-118.708,NA,"WDS","USA_Ca_Pepperdine_2",403,93,76,60,35,6,2,2,3,5,8,56,56,380,0.0826275971003995,-0.8754687373539,NA,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"610","Lamiaceae","Salvia","mellifera","Salvia mellifera",-4.61885,-1.0041,-8.03279,4.14,"Corral Canyon, California","USA",34.042,-118.722,NA,"WDS","USA_Ca_CorralCanyon",403,93,76,60,35,6,2,2,3,5,8,56,56,380,0.0826275971003995,-1.53014575635956,1.42069578783722,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,24.9,14.7370355142038
"611","Rhamnaceae","Ceanothus","megacarpus","Ceanothus megacarpus",-10.9303,-4.79098,-12.9098,2.16,"Corral Canyon, California","USA",34.042,-118.722,NA,"WDS","USA_Ca_CorralCanyon",403,93,76,60,35,6,2,2,3,5,8,56,56,380,0.0826275971003995,-2.39153874920427,0.770108221696074,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,16.9,14.7370355142038
"612","Ericaceae","Comarostaphylis","diversifolia","Comarostaphylis diversifolia",-5.61,NA,NA,1.54,"Santa Monica Mountains of Southern California, Chaparral","USA",34.068,-118.719,NA,"WDS","USA_Ca_SantaMonica_13",380,79,74,61,26,5,1,0,2,7,9,61,56,380,0.0833472875079221,-1.7245507195346,0.431782416425538,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"613","Rhamnaceae","Ceanothus","oliganthus","Ceanothus oliganthus",-6.2,-1.73,-7.82,NA,"Santa Monica Mountains, California","USA",34.083,-118.683,NA,"WDS","USA_Ca_SantaMonica_1",766,178,144,114,66,11,4,4,6,10,16,107,107,380,0.0827449300147455,-1.82454929205105,NA,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"614","Rhamnaceae","Ceanothus","cuneatus","Ceanothus cuneatus",-9.5,-1.24,-12.3,NA,"Santa Monica Mountains, California, Chaparral","USA",34.083,-118.683,NA,"WDS","USA_Ca_SantaMonica_1",766,178,144,114,66,11,4,4,6,10,16,107,107,380,0.0827449300147455,-2.2512917986065,NA,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"615","Rhamnaceae","Ceanothus","crassifolius","Ceanothus crassifolius",-7.3,-6.59,-11.5,NA,"Malibu Forestry Unit of Los Angeles County, California","USA",34.083,-118.7,NA,"WDS","USA_Ca_Malibu_2",454,99,95,73,29,4,1,0,3,6,10,69,65,380,0.0865085168821838,-1.98787434815435,NA,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"616","Rhamnaceae","Rhamnus","californica","Rhamnus californica",-2.507506847,-1.198885577,-4.0849543,1.23,"Santa Monica Mountains, Los Angelos County CA","USA",34.083,-118.701,NA,"WDS","USA_Ca_SantaMonica_3",379,83,79,61,24,3,1,0,3,5,8,58,54,380,0.0865825659326087,-0.919288971458401,0.207014169384326,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"617","Rhamnaceae","Ceanothus","crassifolius","Ceanothus crassifolius",-9.399020982,NA,-11.55383815,1.0026,"Santa Monica Mountains, Los Angelos County CA","USA",34.083,-118.701,NA,"WDS","USA_Ca_SantaMonica_3",379,83,79,61,24,3,1,0,3,5,8,58,54,380,0.0865825659326087,-2.24060553300082,0.00259662584726591,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"618","Rhamnaceae","Ceanothus","oliganthus","Ceanothus oliganthus",-4.125043068,-1.640692773,-7.589991244,0.865,"Santa Monica Mountains, Los Angelos County CA","USA",34.083,-118.701,NA,"WDS","USA_Ca_SantaMonica_3",379,83,79,61,24,3,1,0,3,5,8,58,54,380,0.0865825659326087,-1.41707646045941,-0.145025772050258,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"619","Fagaceae","Quercus","wislizeni","Quercus wislizeni",-2.49,NA,NA,1.88,"Santa Monica Mountains of Southern California, Chaparral","USA",34.083,-118.761,NA,"WDS","USA_Ca_SantaMonica_15",380,79,74,60,25,5,1,0,2,7,9,60,56,380,0.0829564211901096,-0.912282710476616,0.631271776841858,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"620","Rhamnaceae","Ceanothus","leucodermis","Ceanothus leucodermis",-4.7,NA,NA,1.31,"Santa Monica Mountains of Southern California, Chaparral","USA",34.084,-118.651,NA,"WDS","USA_Ca_SantaMonica_10",380,78,74,61,26,5,1,0,3,7,9,61,56,388,0.0827712302374679,-1.54756250871601,0.27002713721306,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"621","Rhamnaceae","Ceanothus","oliganthus","Ceanothus oliganthus",-6.16,NA,NA,1.64,"Santa Monica Mountains of Southern California, Chaparral","USA",34.084,-118.651,NA,"WDS","USA_Ca_SantaMonica_10",380,78,74,61,26,5,1,0,3,7,9,61,56,388,0.0827712302374679,-1.81807677754543,0.494696241836107,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"622","Fagaceae","Quercus","agrifolia","Quercus agrifolia",-1.97,NA,NA,4.05,"Santa Monica Mountains of Southern California, Chaparral","USA",34.084,-118.651,NA,"WDS","USA_Ca_SantaMonica_10",380,78,74,61,26,5,1,0,3,7,9,61,56,388,0.0827712302374679,-0.678033542749897,1.39871688111845,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"623","Rhamnaceae","Ceanothus","crassifolius","Ceanothus crassifolius",-7.3,NA,NA,1.48,"Santa Monica Mountains of Southern California, Chaparral","USA",34.084,-118.704,NA,"WDS","USA_Ca_SantaMonica_8",380,83,80,61,24,3,1,0,3,5,8,57,54,380,0.0865149581986229,-1.98787434815435,0.392042087776024,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"624","Rosaceae","Prunus","ilicifolia","Prunus ilicifolia",-4.39,NA,NA,0.71,"Santa Monica Mountains of Southern California, Chaparral","USA",34.084,-118.704,NA,"WDS","USA_Ca_SantaMonica_8",380,83,80,61,24,3,1,0,3,5,8,57,54,380,0.0865149581986229,-1.47932922708708,-0.342490308946776,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"625","Anacardiaceae","Rhus","trilobata","Rhus trilobata",-2.95,NA,NA,5.56,"Santa Monica Mountains of Southern California, Chaparral","USA",34.084,-118.704,NA,"WDS","USA_Ca_SantaMonica_8",380,83,80,61,24,3,1,0,3,5,8,57,54,380,0.0865149581986229,-1.08180517035173,1.71559810826249,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"626","Garryaceae","Garrya","veatchii","Garrya veatchii",-6.02,NA,NA,1.47,"Santa Monica Mountains of Southern California, Chaparral","USA",34.085,-118.708,NA,"WDS","USA_Ca_SantaMonica_14",380,83,80,61,24,3,1,0,3,5,8,57,54,380,0.0865149581986229,-1.79508725932073,0.385262400790645,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"627","Rhamnaceae","Rhamnus","crocea","Rhamnus crocea",-5.173719773,-2.372898297,-8.663470047,1.063,"Santa Monica Mountains, Los Angelos County CA","USA",34.086,-118.651,NA,"WDS","USA_Ca_SantaMonica_11",379,87,70,56,34,6,2,2,3,6,8,53,53,388,0.0815138716027276,-1.64359192168635,0.0610950993598108,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"628","Rhamnaceae","Ceanothus","leucodermis","Ceanothus leucodermis",-3.563555381,-1.077920547,-7.85832663,1.568,"Santa Monica Mountains, Los Angelos County CA","USA",34.086,-118.651,NA,"WDS","USA_Ca_SantaMonica_7",379,87,70,56,34,6,2,2,3,6,8,53,53,388,0.0815138716027276,-1.27075874902045,0.449800921928216,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"629","Rhamnaceae","Ceanothus","cuneatus","Ceanothus cuneatus",-7.958321229,-3.888113021,-12.78090782,0.807,"Santa Monica Mountains, Los Angelos County CA","USA",34.086,-118.651,NA,"WDS","USA_Ca_SantaMonica_7",379,87,70,56,34,6,2,2,3,6,8,53,53,388,0.0815138716027276,-2.07421807673418,-0.214431610712188,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"630","Rosaceae","Adenostoma","sparsifolium","Adenostoma sparsifolium",-4.889721653,-2.323682555,-7.997922108,1.6,"Santa Monica Mountains of Southern California, Chaparral","USA",34.088,-118.838,NA,"WDS","USA_Ca_SantaMonica_5",541,115,107,85,35,6,2,0,3,10,13,85,80,400,0.0839263613122633,-1.58713538018979,0.470003629245736,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"631","Rosaceae","Adenostoma","fasciculatum","Adenostoma fasciculatum",-7.983174511,-4.299335596,-12.02083067,0.88,"Santa Monica Mountains of Southern California, Chaparral","USA",34.088,-118.838,NA,"WDS","USA_Ca_SantaMonica_5",541,115,107,85,35,6,2,0,3,10,13,85,80,400,0.0839263613122633,-2.07733614075293,-0.127833371509885,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"632","Rhamnaceae","Ceanothus","megacarpus","Ceanothus megacarpus",-9.522518636,-6.228825674,-12.60875645,1.54,"Santa Monica Mountains of Southern California, Chaparral","USA",34.088,-118.838,NA,"WDS","USA_Ca_SantaMonica_5",541,115,107,85,35,6,2,0,3,10,13,85,80,400,0.0839263613122633,-2.2536593764178,0.431782416425538,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"633","Anacardiaceae","Rhus","ovata","Rhus ovata",-1.248648821,-0.362097485,-2.831404036,1.95,"Santa Monica Mountains of Southern California, Chaparral","USA",34.088,-118.838,NA,"WDS","USA_Ca_SantaMonica_5",541,115,107,85,35,6,2,0,3,10,13,85,80,400,0.0839263613122633,-0.222062023473762,0.667829372575655,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"634","Anacardiaceae","Rhus","laurina","Rhus laurina",-1.129558902,-0.293976668,-2.75132773,6.46,"Santa Monica Mountains of Southern California, Chaparral","USA",34.088,-118.838,NA,"WDS","USA_Ca_SantaMonica_5",541,115,107,85,35,6,2,0,3,10,13,85,80,400,0.0839263613122633,-0.121827204304603,1.86562931779451,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"635","Rhamnaceae","Ceanothus","spinosus","Ceanothus spinosus",-5.20758124,-2.273358005,-9.009645713,1.82,"Santa Monica Mountains of Southern California, Chaparral","USA",34.088,-118.838,NA,"WDS","USA_Ca_SantaMonica_5",541,115,107,85,35,6,2,0,3,10,13,85,80,400,0.0839263613122633,-1.65011549460739,0.598836501088704,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"636","Lauraceae","Umbellularia","californica","Umbellularia californica",-1.35,NA,NA,3.32,"Santa Monica Mountains of Southern California, Chaparral","USA",34.089,-118.655,NA,"WDS","USA_Ca_SantaMonica_6",380,78,74,61,26,5,1,0,3,7,9,61,56,388,0.0827712302374679,-0.300104592450338,1.1999647829284,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"637","Ericaceae","Arctostaphylos","glauca","Arctostaphylos glauca",-4.67,NA,NA,1.03,"Santa Monica Mountains of Southern California, Chaparral","USA",34.089,-118.655,NA,"WDS","USA_Ca_SantaMonica_6",380,78,74,61,26,5,1,0,3,7,9,61,56,388,0.0827712302374679,-1.54115907168081,0.0295588022415444,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"638","Fagaceae","Quercus","berberidifolia","Quercus berberidifolia",-5.1,NA,NA,3.37,"Santa Monica Mountains of Southern California, Chaparral","USA",34.089,-118.655,NA,"WDS","USA_Ca_SantaMonica_6",380,78,74,61,26,5,1,0,3,7,9,61,56,388,0.0827712302374679,-1.62924053973028,1.21491274436427,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"639","Rosaceae","Cercocarpus","betuloides","Cercocarpus betuloides",-7.46,NA,NA,2.04,"Santa Monica Mountains of Southern California, Chaparral","USA",34.089,-118.655,NA,"WDS","USA_Ca_SantaMonica_6",380,78,74,61,26,5,1,0,3,7,9,61,56,388,0.0827712302374679,-2.00955541421567,0.712949807856125,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"640","Ericaceae","Arctostaphylos","glandulosa","Arctostaphylos glandulosa",-4.41,NA,NA,1.27,"Santa Monica Mountains of Southern California, Chaparral","USA",34.089,-118.655,NA,"WDS","USA_Ca_SantaMonica_6",380,78,74,61,26,5,1,0,3,7,9,61,56,388,0.0827712302374679,-1.48387468945875,0.2390169004705,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"641","Anacardiaceae","Rhus","ovata","Rhus ovata",-1.37,NA,NA,3.09,"Santa Monica Mountains of Southern California, Chaparral","USA",34.089,-118.655,NA,"WDS","USA_Ca_SantaMonica_6",380,78,74,61,26,5,1,0,3,7,9,61,56,388,0.0827712302374679,-0.314810739840034,1.12817109090965,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"642","Rosaceae","Photinia","arbutifolia","Photinia arbutifolia",-6.24,NA,NA,2.26,"Santa Monica Mountains of Southern California, Chaparral","USA",34.089,-118.655,NA,"WDS","USA_Ca_SantaMonica_6",380,78,74,61,26,5,1,0,3,7,9,61,56,388,0.0827712302374679,-1.83098018238134,0.815364813284194,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
"643","Rosaceae","Adenostoma","fasciculatum","Adenostoma fasciculatum",-8.33,NA,NA,0.6,"Santa Monica Mountains of Southern California, Chaparral","USA",34.098,-118.653,NA,"WDS","USA_Ca_SantaMonica_2",380,87,71,56,34,6,2,2,3,6,8,53,53,388,0.0815992026096601,-2.11986345617875,-0.510825623765991,15.9651866817596,9.97460243212779,16.6019958116247,2.32004573015128,484.009029616622,NA,14.7370355142038
